"V1","V2"
3.8565265006812,5.55058553997978
5.1713915731602,7.1911562822665
4.6242469431142,9.64773802146196
8.30739096384396,14.6428091883728
3.11922550958935,1.73925842027865
6.74164635693447,11.7140542446585
5.36034630287561,5.48422211644604
6.50297755157444,10.82621517549
2.62648729965913,5.84432173684934
10.4904313519963,17.1001391102686
6.29273648503992,11.2823912243909
7.59682791811906,11.1467720034618
11.7233226597914,18.264035977442
5.04615664416969,8.71415154199952
4.49994394429973,5.35170290641994
7.16735822283863,9.09096439215303
4.74095279252556,9.96606105958888
10.7847433949992,12.6431696034334
7.46333796391625,10.5654172477238
5.51935608872368,5.62469561415423
7.79440847913153,11.1177976940154
9.01099319353905,14.7113059332045
3.29706233633639,6.94525312548608
12.286439400758,15.4273451219741
8.18367478856003,15.6556330438734
11.7536171948045,18.2951799208855
6.29783630403611,11.0065924871208
9.3223086530167,13.6581764785837
5.33914009415016,8.54299414526998
7.75808313955897,10.7501358677143
6.66436293032982,7.0150183724659
11.4669636001341,16.1756927887157
6.34490382056764,5.07135781047195
9.59613005389751,14.5535769458653
6.72936610723033,8.94136351504081
5.39743271226837,7.59520506120704
10.8999406856145,18.4561584122953
6.80528343690274,13.0822454709826
10.0510012643456,12.8710593117352
7.74393192841679,13.1377940831407
8.21484609257269,15.3520288197253
10.2603084932683,18.8071803701511
8.26609859445546,12.2121684987732
10.925469753388,17.1780514488394
5.08172778697037,0.871940745091674
10.9678265006788,14.0407614664919
8.02027214488155,14.2235260513592
8.70989435577267,12.6473962604189
9.96579833996643,11.8193391000128
6.53300875413433,10.2196425293037
5.90273332817141,9.61924752355475
12.5545645243023,15.8109811076587
5.55136255486281,12.075425977111
8.87145642290016,17.8597541062672
8.69401846866437,9.65659401966136
6.96236830536415,7.09914529831455
10.5488397393791,18.5324805522317
7.39617249815023,11.7416463768964
11.6971883452469,16.8245522446864
6.35162865778824,6.21011002510869
5.18447314748072,15.10930434967
6.32656214613027,11.0583368607937
10.182515296865,21.3703348805016
11.4199626737651,17.4219456423562
9.42857126279946,14.3389640615656
8.55972882362474,9.0814144127676
9.48199980352945,16.5500671210248
9.44687659519574,15.1831631027949
2.58655453705538,6.70758738380704
10.6492712598733,17.1238120218941
9.63816496047999,15.8146170718228
8.70848450942986,10.7028372069163
12.1903771375202,22.3900528584168
10.7257655958713,15.8494076479209
8.19055900785938,9.2042951206638
9.91151254472318,16.0875685755623
9.81481531487433,13.3745402962229
8.64335456155829,10.7977019560524
1.13873679998198,-2.24908461169215
5.93133806852797,10.617737396915
7.0591473223431,12.5358381193527
9.39891672579119,15.2129057545709
8.57559065645894,13.6122572882529
9.29761746620345,12.6348713599272
10.5785359833145,18.8714666516544
6.76308813084222,12.2566446281928
7.07166695642324,6.82901164961812
5.89468562501896,10.2538580206803
8.3835554265192,10.8610354026545
6.40439385550114,9.65737907972262
